Product Name,Product ID,Review Text,Review Rating,Review Date,Reviewer Verified,Clean_Text,Sentiment
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Worth the money It's good and soothing feeling in the heat.,4.0,· 10 months ago,True,worth the money its good and soothing feeling in the heat,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Worth every penny Good awsm product for summer and biking in outside skin friendly soft cool Also protects skin from blackness,5.0,· 10 months ago,True,worth every penny good awsm product for summer and biking in outside skin friendly soft cool also protects skin from blackness,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Don't waste your money,1.0,· 10 months ago,True,dont waste your money,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Just wow! Terrific product.great for the summers.very stylisg,5.0,· 10 months ago,True,just wow terrific productgreat for the summersvery stylisg,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Fair Super Flipkart Customer , Alappuzha District",3.0,· 10 months ago,True,fair super flipkart customer alappuzha district,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"3.0 • Does the job Review for: Color Blue • Size M Zipper is not good Ganesh  Lenka , Hyderabad Helpful for 1",3.0,,True,30 does the job review for color blue size m zipper is not good ganesh lenka hyderabad helpful for 1,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Fair Jacket is not worth the price, Didn't get any beg with the jacket If you wear size L for other clothes, then order size XL, Tight near my chest and hand. Not very comfortable!!",3.0,· 10 months ago,True,fair jacket is not worth the price didnt get any beg with the jacket if you wear size l for other clothes then order size xl tight near my chest and hand not very comfortable,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Utterly Disappointed Jip very poor quality Flipkart Customer , Periyanaickenpalayam",1.0,· 10 months ago,True,utterly disappointed jip very poor quality flipkart customer periyanaickenpalayam,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Mind-blowing purchase Good Nithyananthan  Nithish,5.0,· 10 months ago,True,mindblowing purchase good nithyananthan nithish,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Does the job Low quality but high price. Not satisfied with product quality.,3.0,· 10 months ago,True,does the job low quality but high price not satisfied with product quality,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Delightful Perfect, Weightloss, feel good...🤞 King Maker , Tiruvannamalai District",4.0,· 11 months ago,True,delightful perfect weightloss feel good king maker tiruvannamalai district,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Nice Comfort is good but Quality of the jacket is not as expected bharath tamada , Bangalore Division",3.0,· 11 months ago,True,nice comfort is good but quality of the jacket is not as expected bharath tamada bangalore division,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Simply awesome Perfect for summer, easy to carry, bag is useful",5.0,· 11 months ago,True,simply awesome perfect for summer easy to carry bag is useful,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"2.0 • Slightly disappointed Review for: Color Blue • Size M Not worth the price. Flipkart Customer , Agra Helpful",2.0,,True,20 slightly disappointed review for color blue size m not worth the price flipkart customer agra helpful,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Must buy! Beautiful product, when we wear it will be very Cool",5.0,· 11 months ago,True,must buy beautiful product when we wear it will be very cool,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Excellent Very good SAHADEV GAWADE , Ratnagiri.",4.0,"· Feb, 2025",True,excellent very good sahadev gawade ratnagiri,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Just wow! Usefull production 👌🏻👌🏻,5.0,"· Feb, 2025",True,just wow usefull production,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Just wow! Best product... Deepak Revikumar , Thiruvananthapuram",5.0,"· Feb, 2025",True,just wow best product deepak revikumar thiruvananthapuram,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Terrible product Gets out of shape soon after a wash. Not worth the money.,1.0,"· Dec, 2024",True,terrible product gets out of shape soon after a wash not worth the money,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Slightly disappointed Not worth the price.,2.0,· 11 months ago,True,slightly disappointed not worth the price,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"5.0 • Classy product Review for: Color Blue • Size L Superrrr product loved it Jan Siddu , Hyderabad Helpful",5.0,,True,50 classy product review for color blue size l superrrr product loved it jan siddu hyderabad helpful,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Did not meet expectations,1.0,"· Jul, 2024",True,did not meet expectations,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Excellent Really amazing,full protection from Sun 🌞",5.0,"· Jun, 2024",True,excellent really amazingfull protection from sun,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Value-for-money Good so far. Have been using it for 15 days now. I travel to my office between 11-12 PM and this jacket has helped me from the hot sun. I purchased this after I got skin burns in last summer. So far i... more,4.0,"· Apr, 2024",True,valueformoney good so far have been using it for 15 days now i travel to my office between 1112 pm and this jacket has helped me from the hot sun i purchased this after i got skin burns in last summer so far i,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Nice Pros Light weight Easy to carry Comfortable to wear Cons I am feeling tight near my arm sleeve Overall good product,3.0,"· Mar, 2024",True,nice pros light weight easy to carry comfortable to wear cons i am feeling tight near my arm sleeve overall good product,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Nice Product is good but price is too high,3.0,"· Mar, 2024",True,nice product is good but price is too high,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Mind-blowing purchase,5.0,"· Mar, 2024",True,mindblowing purchase,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Classy product Superrrr product loved it,5.0,"· Oct, 2024",True,classy product superrrr product loved it,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"1.0 • Hated it! Review for: Color Blue • Size XL Very poor quality of chain BHUPENDRA  Chandra , Raigarh District Helpful for 2",1.0,,True,10 hated it review for color blue size xl very poor quality of chain bhupendra chandra raigarh district helpful for 2,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Super! Awesome jacket with good quality of aesthetics, fabric is smooth and silky.",5.0,"· Feb, 2024",True,super awesome jacket with good quality of aesthetics fabric is smooth and silky,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Classy product Good Sourav Kamila , South Twenty Four Parganas District",5.0,"· Feb, 2024",True,classy product good sourav kamila south twenty four parganas district,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Does the job That one best product but quality is soo sad but not bad 👍 gyana Ranjan , Jagatsinghapur District",3.0,"· Feb, 2024",True,does the job that one best product but quality is soo sad but not bad gyana ranjan jagatsinghapur district,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Did not meet expectations Product's threads got out so immediately after wearing it feels so embarrassing while wearing.,1.0,"· Feb, 2024",True,did not meet expectations products threads got out so immediately after wearing it feels so embarrassing while wearing,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Nice product I feel comfortably when I wear the jacket during travel time a,4.0,"· Jan, 2024",True,nice product i feel comfortably when i wear the jacket during travel time a,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Value-for-money initial impression good only,4.0,"· Jan, 2024",True,valueformoney initial impression good only,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Hated it! Very poor quality of chain,1.0,"· Feb, 2024",True,hated it very poor quality of chain,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"5.0 • Worth every penny Review for: Color Blue • Size XL Excellent Vijay Kadam , Kolhapur Helpful 1",5.0,,True,50 worth every penny review for color blue size xl excellent vijay kadam kolhapur helpful 1,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Brilliant Amazing this product 💛💛,5.0,"· Dec, 2023",True,brilliant amazing this product,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Bad quality This jacket is failed failed failed failed hand's failed ande this is not branded,2.0,"· Dec, 2023",True,bad quality this jacket is failed failed failed failed hands failed ande this is not branded,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Just wow! Very good Jersey Nitesh Sakpal , Ratnagiri District",5.0,"· Dec, 2023",True,just wow very good jersey nitesh sakpal ratnagiri district,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Excellent It's good to wear like this jacket and protection from Sun 🌞 Nice quality and long lusting Mohammed Shujath  Ali,5.0,"· Nov, 2023",True,excellent its good to wear like this jacket and protection from sun nice quality and long lusting mohammed shujath ali,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Decent product Just OK.. Price too high,3.0,"· Oct, 2023",True,decent product just ok price too high,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Could be way better The product is definitely not worth the price. Issue with size as I normally order L but this product is smaller in size. Not sure how it will  protect from sun. Seems similar to wind cheatera that I ... more,2.0,"· Oct, 2023",True,could be way better the product is definitely not worth the price issue with size as i normally order l but this product is smaller in size not sure how it will protect from sun seems similar to wind cheatera that i,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Nice product The jacket is super lightweight and solves the purpose. Only thing I felt due to this soft material in the wrist also if u put your finger out and drive it feels little slippery.,4.0,"· Oct, 2023",True,nice product the jacket is super lightweight and solves the purpose only thing i felt due to this soft material in the wrist also if u put your finger out and drive it feels little slippery,Positive
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Expected a better product Quality is not that much good. Vary thin material. Vaibhav M.,2.0,"· Oct, 2023",True,expected a better product quality is not that much good vary thin material vaibhav m,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Fair genuinity of the brand  still in doubt as the name shows as LUE TYGA .B is missing. Wearing comfort is absolutely gorgeous My size is L, however when it comes in this product the length is not as expected.",3.0,"· Oct, 2023",True,fair genuinity of the brand still in doubt as the name shows as lue tyga b is missing wearing comfort is absolutely gorgeous my size is l however when it comes in this product the length is not as expected,Neutral
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,"• Very poor Not recommended, Price is high based on Quality they provide",1.0,"· Oct, 2023",True,very poor not recommended price is high based on quality they provide,Negative
Blue Tyga Full Sleeve Solid Men Jacket,JCKGSZ6N8KD6XZWG,• Terrific Nice... Price little high,5.0,"· Sep, 2023",True,terrific nice price little high,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Great product Next level product Rayabarapu  Shravanraj,5.0,· 10 days ago,True,great product next level product rayabarapu shravanraj,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Hated it! It's not at all foam padded. Very much cheap quality, it will not protect your guitar from any shock or hit Flipkart Customer , South Twenty Four Parganas District",1.0,· 14 days ago,True,hated it its not at all foam padded very much cheap quality it will not protect your guitar from any shock or hit flipkart customer south twenty four parganas district,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Brilliant Very good product 😀👍🏻,5.0,· 15 days ago,True,brilliant very good product,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Don't waste your money Poor quality of cloth And, there's no padding at the bottom, where it needed the most! Padding is only on front and back! Unexpectedly poor quality of cloth and padding too.",1.0,· 19 days ago,True,dont waste your money poor quality of cloth and theres no padding at the bottom where it needed the most padding is only on front and back unexpectedly poor quality of cloth and padding too,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Great product I'm so much shocked when it comes. It is too good and soo much useful 👌🏻 👌🏻❣️,5.0,· 27 days ago,True,great product im so much shocked when it comes it is too good and soo much useful,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Good quality product,4.0,· 1 month ago,True,good quality product,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Moderate no side panel padding Sujay Rakshit , North Twenty Four Parganas District",2.0,· 1 month ago,True,moderate no side panel padding sujay rakshit north twenty four parganas district,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Pretty good Good one.,4.0,· 1 month ago,True,pretty good good one,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Mind-blowing purchase The Bag was classy and too Good you are looking for a bag it should be considereble,5.0,· 1 month ago,True,mindblowing purchase the bag was classy and too good you are looking for a bag it should be considereble,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Just wow! Perfect brashon dcosta Dcosta,5.0,· 1 month ago,True,just wow perfect brashon dcosta dcosta,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Worth every penny The bag was arrived in great packing there  was no damage . It was same like in photo colour was same  there was e storage pocket same like photo . you can buy this bag . fantastic ! 🤩🤩👍🏻,5.0,· 1 month ago,True,worth every penny the bag was arrived in great packing there was no damage it was same like in photo colour was same there was e storage pocket same like photo you can buy this bag fantastic,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Moderate As said it is foam padded ,in reality it is not foam padded , to give cushion ,I was expecting foam padded . but material is just fine not too bad .",2.0,· 2 months ago,True,moderate as said it is foam padded in reality it is not foam padded to give cushion i was expecting foam padded but material is just fine not too bad,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Must buy! Material is stiff. Likely it'll last long.,5.0,· 2 months ago,True,must buy material is stiff likely itll last long,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Could be way better The bag is loose and their is no foam padding near the chains A Nishan  Singha , Papum Pare District",2.0,· 2 months ago,True,could be way better the bag is loose and their is no foam padding near the chains a nishan singha papum pare district,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Really Nice Take it without thinking any thoughts Also so much asthetic,4.0,· 2 months ago,True,really nice take it without thinking any thoughts also so much asthetic,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"3.0 • Fair Review for: Number Of Pockets 2 • Size 97 cm Expected to be more padded and waterproof but it's still alright as per pricing 😐 Flipkart Customer , Kolkata Helpful",3.0,,True,30 fair review for number of pockets 2 size 97 cm expected to be more padded and waterproof but its still alright as per pricing flipkart customer kolkata helpful,Neutral
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Mind-blowing purchase,5.0,· 3 months ago,True,mindblowing purchase,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Delightful Good balabadruni venugopal,4.0,· 3 months ago,True,delightful good balabadruni venugopal,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Highly recommended Nice and durable Flipkart Customer , South Twenty Four Parganas District",5.0,· 3 months ago,True,highly recommended nice and durable flipkart customer south twenty four parganas district,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Moderate This product most probably seems like a scam.The picture of the product in the website and the product that I got does not match at all.This purchase was really disappointing 🙁.Also the bag made of a... more,2.0,· 3 months ago,True,moderate this product most probably seems like a scamthe picture of the product in the website and the product that i got does not match at allthis purchase was really disappointing also the bag made of a,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Simply awesome It's a amazing product.... Flipkart Customer , Dibrugarh District",5.0,· 3 months ago,True,simply awesome its a amazing product flipkart customer dibrugarh district,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Fair Expected to be more padded and waterproof but it's still alright as per pricing 😐,3.0,· 2 months ago,True,fair expected to be more padded and waterproof but its still alright as per pricing,Neutral
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Highly recommended Worth it.,5.0,· 3 months ago,True,highly recommended worth it,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"5.0 • Must buy! Review for: Number Of Pockets 2 • Size 97 cm Love it Ayush Malviya , Hoshangabad Helpful",5.0,,True,50 must buy review for number of pockets 2 size 97 cm love it ayush malviya hoshangabad helpful,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Mind-blowing purchase It's good.... covering ❤️🥵🥵 4 chains with protection ❤️💯 Rohit  Nath , Karimganj District",5.0,· 4 months ago,True,mindblowing purchase its good covering 4 chains with protection rohit nath karimganj district,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Value-for-money Good Suranjan Dhal , Paschim Medinipur District",4.0,· 4 months ago,True,valueformoney good suranjan dhal paschim medinipur district,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Just okay Normal meterial Flipkart Manuel  Customer Manuel jayachandran,3.0,· 4 months ago,True,just okay normal meterial flipkart manuel customer manuel jayachandran,Neutral
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Nice product Value for money good,4.0,· 4 months ago,True,nice product value for money good,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Could be way better This is not water proof 😔,2.0,· 4 months ago,True,could be way better this is not water proof,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"4.0 • Value-for-money Review for: Number Of Pockets 2 • Size 97 cm Colour not accurate as shown in the picture but quality is good. Flipkart Customer , Kumarghat Helpful",4.0,,True,40 valueformoney review for number of pockets 2 size 97 cm colour not accurate as shown in the picture but quality is good flipkart customer kumarghat helpful,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Worth every penny Vibrant Item VINESH VIVEKANANDHAN,5.0,· 5 months ago,True,worth every penny vibrant item vinesh vivekanandhan,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Highly recommended Nice product,quality is very good",5.0,· 5 months ago,True,highly recommended nice productquality is very good,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Perfect product! It was too good and had a lots of space after keeping g,5.0,· 5 months ago,True,perfect product it was too good and had a lots of space after keeping g,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Decent product Its okk but not that padded,3.0,· 5 months ago,True,decent product its okk but not that padded,Neutral
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Good quality product Lightly padded.overall good p,4.0,· 5 months ago,True,good quality product lightly paddedoverall good p,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Good choice Very good quality, decent level of padding. The stitching quality could have been a little better. But given the price, there's nothing much to complain about. Overall good value for money.",4.0,· 5 months ago,True,good choice very good quality decent level of padding the stitching quality could have been a little better but given the price theres nothing much to complain about overall good value for money,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Value-for-money Colour not accurate as shown in the picture but quality is good.,4.0,· 4 months ago,True,valueformoney colour not accurate as shown in the picture but quality is good,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"5.0 • Wonderful Review for: Number Of Pockets 2 • Size 97 cm Good Aman Toppo , Rourkela Helpful",5.0,,True,50 wonderful review for number of pockets 2 size 97 cm good aman toppo rourkela helpful,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Just wow! good quality i liked that 🥰,5.0,· 5 months ago,True,just wow good quality i liked that,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"4.0 • Very Good Review for: Number Of Pockets 2 • Size 97 cm Good 👍 Santu Kumar , Bengaluru Helpful",4.0,,True,40 very good review for number of pockets 2 size 97 cm good santu kumar bengaluru helpful,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Excellent It's even more better in real than in pic... good to buy👍🏻✨️,5.0,· 5 months ago,True,excellent its even more better in real than in pic good to buy,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Expected a better product,2.0,· 5 months ago,True,expected a better product,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Slightly disappointed Not a padded guitar bag genuinely,2.0,· 6 months ago,True,slightly disappointed not a padded guitar bag genuinely,Negative
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Worth every penny It's a good product! The chains,5.0,· 6 months ago,True,worth every penny its a good product the chains,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Mind-blowing purchase,5.0,· 6 months ago,True,mindblowing purchase,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• Great product Good quality of cloth and chain.  Well padded from front and back. Supplier can think to get padded from the bottom (only) as well, which will reduce the chances of damage of Guitar.",5.0,· 6 months ago,True,great product good quality of cloth and chain well padded from front and back supplier can think to get padded from the bottom only as well which will reduce the chances of damage of guitar,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Good quality product,4.0,· 6 months ago,True,good quality product,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,• Fabulous! Nice product.look is nice 💯,5.0,· 6 months ago,True,fabulous nice productlook is nice,Positive
Swastik Guitar Bag Foam Padded 38 39 40 41 Inches,IBGGG3DJJVWRHX3W,"• No neck strap, no side padding Very disappointed. There is no neck strap, no side padding as shown in the images. Very thin padding in the body.",2.0,· 6 months ago,True,no neck strap no side padding very disappointed there is no neck strap no side padding as shown in the images very thin padding in the body,Negative
